¥Ó½Ð¤é´Á,¾÷ºØ®Æ¸¹,¾÷ºØ«~¦W,²£´ú®Æ¸¹- ¬y¤ô¸¹,"²£´ú®Æ¸¹-
 ª©¥»¸¹",¬y¤ô¸¹+ª©¥»¸¹,²£´ú«~¦W,­t³d¤H,µ{¦¡­×§ï,¥¿¦¡ EC,³Æµù(EC³æ¸¹),"EC
 ´£¥X¤é´Á","EC
 §¹¦¨¤é´Á",,,,,,,,,,,
2022/10/14,1402A0101301,FS-M426E-FPOE (US),FA7000454,211,FA7000454211,Test FS-M426E-FPOE (US) MAC 2.11,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/14,1402A0101302,FS-M426E-FPOE (EU),FA7000455,201,FA7000455201,Test FS-M426E-FPOE (EU) InnerLoop Test 2.01,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/14,1402A0101302,FS-M426E-FPOE (EU),FA7000456,201,FA7000456201,Test FS-M426E-FPOE (EU) PowerLoad Test 2.01,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/14,1402A0101302,FS-M426E-FPOE (EU),FA7000457,211,FA7000457211,Test FS-M426E-FPOE (EU) System Test 2.11,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/14,1402A0101302,FS-M426E-FPOE (EU),FA7000458,211,FA7000458211,Test FS-M426E-FPOE (EU) MAC 2.11,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/14,1402A0084301,FS-224E (US),FA7000459,221,FA7000459221,Test FS-224E (US) InnerLoop Test 2.21,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/14,1402A0084301,FS-224E (US),FA7000460,211,FA7000460211,Test FS-224E (US) System Test 2.11,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/14,1402A0084301,FS-224E (US),FA7000461,211,FA7000461211,Test FS-224E (US) WireSpeedTest 2.11,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/14,1402A0084301,FS-224E (US),FA7000462,211,FA7000462211,Test FS-224E (US) MAC 2.11,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/14,1402A0084302,FS-224E (EU),FA7000463,221,FA7000463221,Test FS-224E (EU) InnerLoop Test 2.21,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/14,1402A0084302,FS-224E (EU),FA7000464,211,FA7000464211,Test FS-224E (EU) System Test 2.11,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/14,1402A0084302,FS-224E (EU),FA7000465,211,FA7000465211,Test FS-224E (EU) WireSpeedTest 2.11,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/14,1402A0084302,FS-224E (EU),FA7000466,211,FA7000466211,Test FS-224E (EU) MAC 2.11,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/14,1104A0245300,FAP-831F (US),FA7000467,211,FA7000467211,Test FAP-831F (US) Power Calibration 2G(NI) 2.11,Â@¶f,Done,Done,SENAO111-202212-0214,2022/12/28,2023/1/6,,,,,,,,,,,
2022/10/14,1104A0245300,FAP-831F (US),FA7000468,211,FA7000468211,Test FAP-831F (US) Power Calibration 5G(NI) 2.11,Â@¶f,Done,Done,SENAO111-202212-0214,2022/12/28,2023/1/6,,,,,,,,,,,
2022/10/14,1104A0245300,FAP-831F (US),FA7000469,211,FA7000469211,Test FAP-831F (US) Throughput Test 5G 2.11,Â@¶f,Done,Progress,SENAO111-202308-0021,2023/8/3,,,,,,,,,,,,
2022/10/14,1104A0245300,FAP-831F (US),FA7000470,211,FA7000470211,Test FAP-831F (US) Throughput Test AX2G Scan2G5G BT 2.11,Â@¶f,Done,Progress,SENAO111-202308-0021,2023/8/3,,,,,,,,,,,,
2022/10/14,1104A0245300,FAP-831F (US),FA7000471,221,FA7000471221,Test FAP-831F (US) MAC 2.21,Â@¶f,Done,Done,SENAO111-202212-0214,2022/12/28,2023/1/6,,,,,,,,,,,
2022/10/14,1104A0245301,FAP-831F (EU),FA7000472,211,FA7000472211,Test FAP-831F (EU) Power Calibration 2G(NI) 2.11,Â@¶f,Done,Done,SENAO111-202212-0214,2022/12/28,2023/1/6,,,,,,,,,,,
2022/10/14,1104A0245301,FAP-831F (EU),FA7000473,211,FA7000473211,Test FAP-831F (EU) Power Calibration 5G(NI) 2.11,Â@¶f,Done,Done,SENAO111-202212-0214,2022/12/28,2023/1/6,,,,,,,,,,,
2022/10/14,1104A0245301,FAP-831F (EU),FA7000474,211,FA7000474211,Test FAP-831F (EU) Throughput Test 5G 2.11,Â@¶f,Done,Progress,SENAO111-202308-0021,2023/8/3,,,,,,,,,,,,
2022/10/14,1104A0245301,FAP-831F (EU),FA7000475,211,FA7000475211,Test FAP-831F (EU) Throughput Test AX2G Scan2G5G BT 2.11,Â@¶f,Done,Progress,SENAO111-202308-0021,2023/8/3,,,,,,,,,,,,
2022/10/14,1104A0245301,FAP-831F (EU),FA7000476,221,FA7000476221,Test FAP-831F (EU) MAC 2.21,Â@¶f,Done,Done,SENAO111-202212-0214,2022/12/28,2023/1/6,,,,,,,,,,,
2022/10/14,1102A1418300,FAP-U432F(US),FA7000477,201,FA7000477201,Test FAP-U432F(US) Power Calibration 2G 2.01,Â@¶f,,,,,,,,,,,,,,,,
2022/10/14,1102A1418300,FAP-U432F(US),FA7000478,201,FA7000478201,Test FAP-U432F(US) Power Calibration 5G 2.01,Â@¶f,,,,,,,,,,,,,,,,
2022/10/14,1102A1418300,FAP-U432F(US),FA7000479,201,FA7000479201,Test FAP-U432F(US) ThroughputTest AX2G Scan5G BLE 2.01,Â@¶f,Done,Progress,SENAO111-202307-0082,2023/7/19,,,,,,,,,,,,
2022/10/14,1102A1418300,FAP-U432F(US),FA7000480,201,FA7000480201,Test FAP-U432F(US) ThroughputTest AX5G Scan2G 5GH 2.01,Â@¶f,Done,Progress,SENAO111-202307-0082,2023/7/19,,,,,,,,,,,,
2022/10/14,1102A1418300,FAP-U432F(US),FA7000481,201,FA7000481201,Test FAP-U432F(US) MAC 2.01,Â@¶f,Done,Progress,SENAO111-202307-0082,2023/7/19,,,,,,,,,,,,
2022/10/14,1102A1418301,FAP-U432F(EU),FA7000482,201,FA7000482201,Test FAP-U432F(EU) Power Calibration 2G 2.01,Â@¶f,,,,,,,,,,,,,,,,
2022/10/14,1102A1418301,FAP-U432F(EU),FA7000483,201,FA7000483201,Test FAP-U432F(EU) Power Calibration 5G 2.01,Â@¶f,,,,,,,,,,,,,,,,
2022/10/14,1102A1418301,FAP-U432F(EU),FA7000484,201,FA7000484201,Test FAP-U432F(EU) ThroughputTest AX2G Scan5G BLE 2.01,Â@¶f,Done,Progress,SENAO111-202307-0082,2023/7/19,,,,,,,,,,,,
2022/10/14,1102A1418301,FAP-U432F(EU),FA7000485,201,FA7000485201,Test FAP-U432F(EU) ThroughputTest AX5G Scan2G 5GH 2.01,Â@¶f,Done,Progress,SENAO111-202307-0082,2023/7/19,,,,,,,,,,,,
2022/10/14,1102A1418301,FAP-U432F(EU),FA7000486,201,FA7000486201,Test FAP-U432F(EU) MAC 2.01,Â@¶f,Done,Progress,SENAO111-202307-0082,2023/7/19,,,,,,,,,,,,
2022/10/17,5100Z5749300,XGS 107 ASSEM (Bundle),FA7000487,211,FA7000487211,Test XGS 107 ASSEM (Bundle) Final Test 2.11,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/17,5100Z5749300,XGS 107 ASSEM (Bundle),FA7000488,201,FA7000488201,Test XGS 107 ASSEM (Bundle) FW Upgrade 2.01,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/17,5100Z5749300,XGS 107 ASSEM (Bundle),FA7000489,211,FA7000489211,Test XGS 107 ASSEM (Bundle) PCBA Test 2.11,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/17,5100Z5749300,XGS 107 ASSEM (Bundle),FA7000490,201,FA7000490201,Test XGS 107 ASSEM (Bundle) MAC 2.01,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/17,5100Z5748300,XGS 107w ASSEM (Bundle),FA7000491,211,FA7000491211,Test XGS 107w ASSEM (Bundle) Final Test 2.11,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/17,5100Z5748300,XGS 107w ASSEM (Bundle),FA7000492,201,FA7000492201,Test XGS 107w ASSEM (Bundle) FW Upgrade 2.01,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/17,5100Z5748300,XGS 107w ASSEM (Bundle),FA7000493,211,FA7000493211,Test XGS 107w ASSEM (Bundle) PCBA Test 2.11,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/17,5100Z5748300,XGS 107w ASSEM (Bundle),FA7000494,201,FA7000494201,Test XGS 107w ASSEM (Bundle) Throughput Test 2.01,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/17,5100Z5748300,XGS 107w ASSEM (Bundle),FA7000495,201,FA7000495201,Test XGS 107w ASSEM (Bundle) MAC 2.01,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/17,5100Z5750300,XGS 87 ASSEM (Bundle),FA7000496,211,FA7000496211,Test XGS 87 ASSEM (Bundle) Final Test 2.11,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/17,5100Z5750300,XGS 87 ASSEM (Bundle),FA7000497,201,FA7000497201,Test XGS 87 ASSEM (Bundle) FW Upgrade 2.01,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/17,5100Z5750300,XGS 87 ASSEM (Bundle),FA7000498,211,FA7000498211,Test XGS 87 ASSEM (Bundle) PCBA Test 2.11,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/17,5100Z5750300,XGS 87 ASSEM (Bundle),FA7000499,201,FA7000499201,Test XGS 87 ASSEM (Bundle) MAC 2.01,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/17,5100Z5751300,XGS 87w ASSEM (Bundle),FA7000500,211,FA7000500211,Test XGS 87w ASSEM (Bundle) Final Test 2.11,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/17,5100Z5751300,XGS 87w ASSEM (Bundle),FA7000501,201,FA7000501201,Test XGS 87w ASSEM (Bundle) FW Upgrade 2.01,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/17,5100Z5751300,XGS 87w ASSEM (Bundle),FA7000502,211,FA7000502211,Test XGS 87w ASSEM (Bundle) PCBA Test 2.11,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/17,5100Z5751300,XGS 87w ASSEM (Bundle),FA7000503,201,FA7000503201,Test XGS 87w ASSEM (Bundle) Throughput Test 2.01,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/17,5100Z5751300,XGS 87w ASSEM (Bundle),FA7000504,201,FA7000504201,Test XGS 87w ASSEM (Bundle) MAC 2.01,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/17,5100Z5744300,CS101-8FP ASSEM (Bundle),FA7000505,201,FA7000505201,Test CS101-8FP ASSEM (Bundle) InnerLoop Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5744300,CS101-8FP ASSEM (Bundle),FA7000506,201,FA7000506201,Test CS101-8FP ASSEM (Bundle) Power Load 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5744300,CS101-8FP ASSEM (Bundle),FA7000507,201,FA7000507201,Test CS101-8FP ASSEM (Bundle) System Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5744300,CS101-8FP ASSEM (Bundle),FA7000508,211,FA7000508211,Test CS101-8FP ASSEM (Bundle) MAC 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5746300,CS101-8 ASSEM (Bundle),FA7000509,201,FA7000509201,Test CS101-8 ASSEM (Bundle) InnerLoop Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5746300,CS101-8 ASSEM (Bundle),FA7000510,201,FA7000510201,Test CS101-8 ASSEM (Bundle) System Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5746300,CS101-8 ASSEM (Bundle),FA7000511,211,FA7000511211,Test CS101-8 ASSEM (Bundle) MAC 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5735300,CS110-24FP_R ASSEM (Bundle),FA7000512,201,FA7000512201,Test CS110-24FP_R ASSEM (Bundle) InnerLoop Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5735300,CS110-24FP_R ASSEM (Bundle),FA7000513,201,FA7000513201,Test CS110-24FP_R ASSEM (Bundle) Power Load 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5735300,CS110-24FP_R ASSEM (Bundle),FA7000514,201,FA7000514201,Test CS110-24FP_R ASSEM (Bundle) System Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5735300,CS110-24FP_R ASSEM (Bundle),FA7000515,211,FA7000515211,Test CS110-24FP_R ASSEM (Bundle) MAC 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5736300,CS110-48P_R ASSEM (Bundle),FA7000516,201,FA7000516201,Test CS110-48P_R ASSEM (Bundle) InnerLoop Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5736300,CS110-48P_R ASSEM (Bundle),FA7000517,201,FA7000517201,Test CS110-48P_R ASSEM (Bundle) Power Load 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5736300,CS110-48P_R ASSEM (Bundle),FA7000518,201,FA7000518201,Test CS110-48P_R ASSEM (Bundle) System Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5736300,CS110-48P_R ASSEM (Bundle),FA7000519,211,FA7000519211,Test CS110-48P_R ASSEM (Bundle) MAC 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5737300,CS110-48FP_R ASSEM (Bundle),FA7000520,201,FA7000520201,Test CS110-48FP_R ASSEM (Bundle) InnerLoop Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5737300,CS110-48FP_R ASSEM (Bundle),FA7000521,201,FA7000521201,Test CS110-48FP_R ASSEM (Bundle) Power Load 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5737300,CS110-48FP_R ASSEM (Bundle),FA7000522,201,FA7000522201,Test CS110-48FP_R ASSEM (Bundle) System Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5737300,CS110-48FP_R ASSEM (Bundle),FA7000523,211,FA7000523211,Test CS110-48FP_R ASSEM (Bundle) MAC 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5741300,CS110-48 ASSEM (Bundle),FA7000524,211,FA7000524211,Test CS110-48 ASSEM (Bundle) InnerLoop Test 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5741300,CS110-48 ASSEM (Bundle),FA7000525,201,FA7000525201,Test CS110-48 ASSEM (Bundle) System Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5741300,CS110-48 ASSEM (Bundle),FA7000526,211,FA7000526211,Test CS110-48 ASSEM (Bundle) MAC 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5742300,CS110-48FP ASSEM (Bundle),FA7000527,211,FA7000527211,Test CS110-48FP ASSEM (Bundle) InnerLoop Test 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5742300,CS110-48FP ASSEM (Bundle),FA7000528,201,FA7000528201,Test CS110-48FP ASSEM (Bundle) Power Load 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5742300,CS110-48FP ASSEM (Bundle),FA7000529,201,FA7000529201,Test CS110-48FP ASSEM (Bundle) System Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5742300,CS110-48FP ASSEM (Bundle),FA7000530,211,FA7000530211,Test CS110-48FP ASSEM (Bundle) MAC 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5743300,CS110-48P ASSEM (Bundle),FA7000531,211,FA7000531211,Test CS110-48P ASSEM (Bundle) InnerLoop Test 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5743300,CS110-48P ASSEM (Bundle),FA7000532,201,FA7000532201,Test CS110-48P ASSEM (Bundle) Power Load 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5743300,CS110-48P ASSEM (Bundle),FA7000533,201,FA7000533201,Test CS110-48P ASSEM (Bundle) System Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5743300,CS110-48P ASSEM (Bundle),FA7000534,211,FA7000534211,Test CS110-48P ASSEM (Bundle) MAC 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5738300,CS210-24FP ASSEM (Bundle),FA7000535,201,FA7000535201,Test CS210-24FP ASSEM (Bundle) InnerLoop Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5738300,CS210-24FP ASSEM (Bundle),FA7000536,201,FA7000536201,Test CS210-24FP ASSEM (Bundle) Power Load 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5738300,CS210-24FP ASSEM (Bundle),FA7000537,201,FA7000537201,Test CS210-24FP ASSEM (Bundle) System Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/17,5100Z5738300,CS210-24FP ASSEM (Bundle),FA7000538,211,FA7000538211,Test CS210-24FP ASSEM (Bundle) MAC 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,5100Z5745300,CS210-48FP ASSEM (Bundle),FA7000539,201,FA7000539201,Test CS210-48FP ASSEM (Bundle) InnerLoop Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,5100Z5745300,CS210-48FP ASSEM (Bundle),FA7000540,201,FA7000540201,Test CS210-48FP ASSEM (Bundle) Power Load 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,5100Z5745300,CS210-48FP ASSEM (Bundle),FA7000541,201,FA7000541201,Test CS210-48FP ASSEM (Bundle) System Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,5100Z5745300,CS210-48FP ASSEM (Bundle),FA7000542,211,FA7000542211,Test CS210-48FP ASSEM (Bundle) MAC 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,5100Z5747300,CS210-8FP ASSEM (Bundle),FA7000543,211,FA7000543211,Test CS210-8FP ASSEM (Bundle) InnerLoop Test 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,5100Z5747300,CS210-8FP ASSEM (Bundle),FA7000544,201,FA7000544201,Test CS210-8FP ASSEM (Bundle) Power Load 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,5100Z5747300,CS210-8FP ASSEM (Bundle),FA7000545,201,FA7000545201,Test CS210-8FP ASSEM (Bundle) System Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,5100Z5747300,CS210-8FP ASSEM (Bundle),FA7000546,211,FA7000546211,Test CS210-8FP ASSEM (Bundle) MAC 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1402A0121301,FS-224D-FPOE (US),FA7000547,221,FA7000547221,Test FS-224D-FPOE (US) InnerLoop Test 2.21,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/18,1402A0121301,FS-224D-FPOE (US),FA7000548,201,FA7000548201,Test FS-224D-FPOE (US) PoEPowerLoadTest 2.01,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/18,1402A0121301,FS-224D-FPOE (US),FA7000549,201,FA7000549201,Test FS-224D-FPOE (US) System Test 2.01,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/18,1402A0121301,FS-224D-FPOE (US),FA7000550,211,FA7000550211,Test FS-224D-FPOE (US) WireSpeedTest 2.11,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/18,1402A0121301,FS-224D-FPOE (US),FA7000551,211,FA7000551211,Test FS-224D-FPOE (US) MAC 2.11,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/18,1402A0121302,FS-224D-FPOE (EU),FA7000552,221,FA7000552221,Test FS-224D-FPOE (EU) InnerLoop Test 2.21,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/18,1402A0121302,FS-224D-FPOE (EU),FA7000553,201,FA7000553201,Test FS-224D-FPOE (EU) PoEPowerLoadTest 2.01,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/18,1402A0121302,FS-224D-FPOE (EU),FA7000554,201,FA7000554201,Test FS-224D-FPOE (EU) System Test 2.01,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/18,1402A0121302,FS-224D-FPOE (EU),FA7000555,211,FA7000555211,Test FS-224D-FPOE (EU) WireSpeedTest 2.11,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/18,1402A0121302,FS-224D-FPOE (EU),FA7000556,211,FA7000556211,Test FS-224D-FPOE (EU) MAC 2.11,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/18,1405A0001300,FRPS-740-FS,FA7000557,201,FA7000557201,Test FRPS-740-FS Function test 2.01,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/18,1402A0105301,FS-424E-Fiber (US),FA7000558,201,FA7000558201,Test FS-424E-Fiber (US) InnerLoop Test 2.01,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/18,1402A0105301,FS-424E-Fiber (US),FA7000559,211,FA7000559211,Test FS-424E-Fiber (US) System Test 2.11,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/18,1402A0105301,FS-424E-Fiber (US),FA7000560,211,FA7000560211,Test FS-424E-Fiber (US) MAC 2.11,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/18,1402A0105302,FS-424E-Fiber (EU),FA7000561,201,FA7000561201,Test FS-424E-Fiber (EU) InnerLoop Test 2.01,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/18,1402A0105302,FS-424E-Fiber (EU),FA7000562,211,FA7000562211,Test FS-424E-Fiber (EU) System Test 2.11,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/18,1402A0105302,FS-424E-Fiber (EU),FA7000563,211,FA7000563211,Test FS-424E-Fiber (EU) MAC 2.11,¬M¥ô,,,,,,,,,,,,,,,,
2022/10/18,1102A1293300,AP460i-FCC,FA7000564,201,FA7000564201,Test AP460i-FCC CheckPower 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293300,AP460i-FCC,FA7000565,201,FA7000565201,Test AP460i-FCC ESS BurninTest 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293300,AP460i-FCC,FA7000566,201,FA7000566201,Test AP460i-FCC Final Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293300,AP460i-FCC,FA7000567,201,FA7000567201,Test AP460i-FCC Power Calibration 2G 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293300,AP460i-FCC,FA7000568,201,FA7000568201,Test AP460i-FCC Power Calibration 5G 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293300,AP460i-FCC,FA7000569,201,FA7000569201,Test AP460i-FCC Throughput Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293300,AP460i-FCC,FA7000570,201,FA7000570201,Test AP460i-FCC MAC 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293301,AP460e-FCC,FA7000571,201,FA7000571201,Test AP460e-FCC CheckPower 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293301,AP460e-FCC,FA7000572,201,FA7000572201,Test AP460e-FCC ESS BurnenTest 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293301,AP460e-FCC,FA7000573,201,FA7000573201,Test AP460e-FCC Fenal Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293301,AP460e-FCC,FA7000574,201,FA7000574201,Test AP460e-FCC Power Calebrateon 2G 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293301,AP460e-FCC,FA7000575,201,FA7000575201,Test AP460e-FCC Power Calebrateon 5G 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293301,AP460e-FCC,FA7000576,201,FA7000576201,Test AP460e-FCC Throughput Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293301,AP460e-FCC,FA7000577,201,FA7000577201,Test AP460e-FCC MAC 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293302,AP460e-WR,FA7000578,201,FA7000578201,Test AP460e-WR CheckPower 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293302,AP460e-WR,FA7000579,201,FA7000579201,Test AP460e-WR ESS BurnenTest 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293302,AP460e-WR,FA7000580,201,FA7000580201,Test AP460e-WR Fenal Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293302,AP460e-WR,FA7000581,201,FA7000581201,Test AP460e-WR Power Calebrateon 2G 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293302,AP460e-WR,FA7000582,201,FA7000582201,Test AP460e-WR Power Calebrateon 5G 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293302,AP460e-WR,FA7000583,201,FA7000583201,Test AP460e-WR Throughput Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293302,AP460e-WR,FA7000584,201,FA7000584201,Test AP460e-WR MAC 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293303,AP460i-WR,FA7000585,201,FA7000585201,Test AP460i-WR ChickPowir 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293303,AP460i-WR,FA7000586,201,FA7000586201,Test AP460i-WR iSS BurninTist 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293303,AP460i-WR,FA7000587,201,FA7000587201,Test AP460i-WR Final Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/18,1102A1293303,AP460i-WR,FA7000588,201,FA7000588201,Test AP460i-WR Powir Calibration 2G 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
